,Unnamed: 0,id,submitdate,startdate,datestamp,Modyfikator,Grupa,Odpowiedź,Odpowiedzialność,Płeć,Rok urodzenia,Wykształcenie,Wykształcenie inne,Wykształcenie filozoficzne
1307,1307,1371,2015-04-21 20:59:43,2015-04-21 20:57:22,2015-04-21 20:59:43,Świadomie,Help,Tak,3.0,Mężczyzna,1994.0,Średnie,,Tak
1308,1308,1372,2015-04-21 22:01:52,2015-04-21 21:51:57,2015-04-21 22:01:52,Chciał,Harm,Nie,1.0,Mężczyzna,1972.0,Wyższe,,Nie
1309,1309,1373,2015-04-21 22:07:46,2015-04-21 22:06:29,2015-04-21 22:07:46,Brak przysłówka,Harm,Nie,3.0,Mężczyzna,1992.0,Średnie,,Nie
1310,1310,1374,2015-04-21 22:17:13,2015-04-21 22:15:00,2015-04-21 22:17:13,Specjalnie,Harm,Tak,1.0,Kobieta,1994.0,Średnie,,Nie
1311,1311,1375,2015-04-21 22:39:37,2015-04-21 22:37:17,2015-04-21 22:39:37,Specjalnie,Help,Nie,2.0,Kobieta,1984.0,Wyższe,,Nie
1312,1312,1376,2015-04-21 22:58:55,2015-04-21 22:57:04,2015-04-21 22:58:55,Celowo,Harm,Tak,1.0,Mężczyzna,1979.0,Wyższe,,Nie
1314,1314,1379,2015-04-22 01:13:23,2015-04-22 01:11:19,2015-04-22 01:13:22,Brak przysłówka,Help,Tak,4.0,Kobieta,1995.0,Średnie,,Nie
1315,1315,1380,2015-04-22 01:55:14,2015-04-22 01:53:39,2015-04-22 01:55:14,Brak przysłówka,Harm,Tak,1.0,Kobieta,1975.0,Doktorat,,Nie
1317,1317,1382,2015-04-22 08:44:32,2015-04-22 08:42:58,2015-04-22 08:44:32,Specjalnie,Harm,Nie,1.0,Kobieta,1986.0,Wyższe,,Nie
1318,1318,1383,2015-04-22 10:20:24,2015-04-22 10:19:02,2015-04-22 10:20:24,Umyślnie,Help,Nie,4.0,Mężczyzna,1986.0,Doktorat,,Tak
1319,1319,1384,2015-04-22 10:30:23,2015-04-22 10:27:39,2015-04-22 10:30:23,Zamierzał,Help,Nie,2.0,Kobieta,1986.0,Wyższe,,Nie
1320,1320,1385,2015-04-22 10:29:42,2015-04-22 10:27:52,2015-04-22 10:29:42,Celowo,Help,Nie,3.0,Kobieta,1986.0,Wyższe,,Tak
1321,1321,1386,2015-04-22 10:32:21,2015-04-22 10:30:03,2015-04-22 10:32:21,Chciał,Harm,Nie,1.0,Kobieta,1986.0,Wyższe,,Tak
1323,1323,1388,2015-04-22 10:51:32,2015-04-22 10:50:31,2015-04-22 10:51:32,Celowo,Help,Nie,4.0,Mężczyzna,1993.0,Wyższe,,Tak
1324,1324,1389,2015-04-22 11:01:23,2015-04-22 10:59:12,2015-04-22 11:01:23,Brak przysłówka,Help,Tak,4.0,Kobieta,1994.0,Średnie,,Nie
1325,1325,1390,2015-04-22 11:09:20,2015-04-22 11:07:35,2015-04-22 11:09:20,Świadomie,Help,Tak,2.0,Kobieta,1996.0,Średnie,,Nie
1326,1326,1391,2015-04-22 11:49:19,2015-04-22 11:47:59,2015-04-22 11:49:19,Zamierzał,Help,Nie,4.0,Kobieta,1909.0,Wyższe,,Tak
1327,1327,1392,2015-04-22 11:59:32,2015-04-22 11:57:28,2015-04-22 11:59:32,Świadomie,Help,Tak,4.0,Mężczyzna,1987.0,Wyższe,,Tak
1328,1328,1396,2015-04-22 12:25:37,2015-04-22 12:22:52,2015-04-22 12:25:37,Specjalnie,Help,Nie,2.0,Mężczyzna,1989.0,Średnie,,Nie
1329,1329,1397,2015-04-22 12:30:03,2015-04-22 12:28:10,2015-04-22 12:30:03,Umyślnie,Help,Nie,1.0,Kobieta,1987.0,Wyższe,,Nie
1330,1330,1398,2015-04-22 12:34:17,2015-04-22 12:32:38,2015-04-22 12:34:17,Umyślnie,Harm,Tak,1.0,Kobieta,1995.0,Średnie,,Nie
1331,1331,1399,2015-04-22 12:50:34,2015-04-22 12:48:44,2015-04-22 12:50:34,Specjalnie,Harm,Tak,2.0,Kobieta,1994.0,-oth-,Podczas nauki w szkole wyższej,Nie
1332,1332,1400,2015-04-22 12:54:17,2015-04-22 12:52:23,2015-04-22 12:54:17,Świadomie,Help,Nie,2.0,Kobieta,1981.0,Doktorat,,Nie
1334,1334,1402,2015-04-22 13:06:20,2015-04-22 13:03:27,2015-04-22 13:06:20,Zamierzał,Harm,Nie,1.0,Kobieta,1995.0,Średnie,,Nie
1335,1335,1403,2015-04-22 13:05:32,2015-04-22 13:03:55,2015-04-22 13:05:32,Świadomie,Harm,Tak,1.0,Mężczyzna,1979.0,Średnie,,Nie
1337,1337,1405,2015-04-22 13:16:40,2015-04-22 13:15:26,2015-04-22 13:16:39,Świadomie,Harm,Tak,2.0,Kobieta,21.0,Średnie,,Nie
1339,1339,1407,2015-04-22 13:52:24,2015-04-22 13:45:46,2015-04-22 13:52:24,Brak przysłówka,Help,Tak,1.0,Kobieta,1985.0,Wyższe,,Nie
1340,1340,1408,2015-04-22 14:01:48,2015-04-22 13:58:31,2015-04-22 14:01:48,Brak przysłówka,Harm,Tak,1.0,Kobieta,1991.0,Wyższe,,Nie
1341,1341,1409,2015-04-22 14:45:37,2015-04-22 14:44:10,2015-04-22 14:45:36,Celowo,Help,Nie,5.0,Kobieta,1994.0,Wyższe,,Nie
1342,1342,1410,2015-04-22 15:32:43,2015-04-22 15:31:23,2015-04-22 15:32:43,Zamierzał,Harm,Tak,1.0,Kobieta,1995.0,Średnie,,Nie
1343,1343,1411,2015-04-22 15:35:19,2015-04-22 15:31:57,2015-04-22 15:35:19,Brak przysłówka,Help,Tak,4.0,Kobieta,1991.0,Wyższe,,Nie
1344,1344,1412,2015-04-22 15:40:35,2015-04-22 15:38:55,2015-04-22 15:40:35,Świadomie,Harm,Tak,1.0,Kobieta,1989.0,Średnie,,Nie
1345,1345,1413,2015-04-22 16:07:40,2015-04-22 16:05:50,2015-04-22 16:07:40,Z rozmysłem,Help,Nie,1.0,Kobieta,1974.0,Średnie,,Nie
1346,1346,1414,2015-04-22 17:45:00,2015-04-22 17:43:40,2015-04-22 17:45:00,Celowo,Harm,Nie,1.0,Mężczyzna,1974.0,Wyższe,,Nie
1347,1347,1415,2015-04-22 19:13:34,2015-04-22 19:11:28,2015-04-22 19:13:34,Celowo,Harm,Nie,1.0,Kobieta,1984.0,Wyższe,,Nie
1348,1348,1416,2015-04-22 19:21:45,2015-04-22 19:19:27,2015-04-22 19:21:45,Z rozmysłem,Help,Tak,3.0,Mężczyzna,1991.0,Średnie,,Nie
1349,1349,1417,2015-04-22 19:51:35,2015-04-22 19:49:31,2015-04-22 19:51:35,Chciał,Help,Nie,4.0,Mężczyzna,1987.0,Wyższe,,Tak
1350,1350,1418,2015-04-22 20:15:49,2015-04-22 20:14:25,2015-04-22 20:15:49,Z rozmysłem,Help,Nie,5.0,Mężczyzna,1974.0,Wyższe,,Nie
1351,1351,1419,2015-04-22 20:18:30,2015-04-22 20:16:41,2015-04-22 20:18:30,Chciał,Harm,Tak,1.0,Kobieta,1994.0,Wyższe,,Nie
1352,1352,1420,2015-04-22 20:53:27,2015-04-22 20:51:51,2015-04-22 20:53:27,Celowo,Help,Nie,5.0,Mężczyzna,1958.0,-oth-,MBA,Nie
1353,1353,1421,2015-04-22 21:32:04,2015-04-22 21:28:51,2015-04-22 21:32:04,Z rozmysłem,Harm,Tak,2.0,Kobieta,1955.0,Wyższe,,Nie
1354,1354,1422,2015-04-22 21:40:21,2015-04-22 21:38:31,2015-04-22 21:40:21,Z rozmysłem,Help,Nie,2.0,Kobieta,1955.0,Habilitacja Plus,,Nie
1355,1355,1423,2015-04-22 23:00:07,2015-04-22 22:58:26,2015-04-22 23:00:07,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1984.0,Wyższe,,Nie
1356,1356,1424,2015-04-22 23:09:54,2015-04-22 23:08:41,2015-04-22 23:09:54,Zamierzał,Harm,Tak,2.0,Kobieta,1991.0,Wyższe,,Nie
1357,1357,1425,2015-04-22 23:24:11,2015-04-22 23:22:35,2015-04-22 23:24:11,Celowo,Help,Nie,3.0,Kobieta,1996.0,Średnie,,Nie
1358,1358,1426,2015-04-23 00:14:59,2015-04-23 00:12:30,2015-04-23 00:14:59,Celowo,Help,Nie,3.0,Mężczyzna,1964.0,Wyższe,,Nie
1359,1359,1428,2015-04-23 07:56:20,2015-04-23 07:55:27,2015-04-23 07:56:20,Brak przysłówka,Help,Nie,2.0,Mężczyzna,1979.0,Wyższe,,Nie
1361,1361,1430,2015-04-23 09:52:11,2015-04-23 09:50:59,2015-04-23 09:52:11,Specjalnie,Help,Nie,4.0,Kobieta,1993.0,Średnie,,Nie
1362,1362,1431,2015-04-23 09:59:20,2015-04-23 09:57:28,2015-04-23 09:59:20,Świadomie,Help,Nie,4.0,Kobieta,1993.0,Średnie,,Nie
1363,1363,1432,2015-04-23 10:38:00,2015-04-23 10:36:01,2015-04-23 10:38:00,Świadomie,Help,Tak,1.0,Mężczyzna,1971.0,Wyższe,,Nie
1365,1365,1434,2015-04-23 14:31:51,2015-04-23 14:30:08,2015-04-23 14:31:51,Umyślnie,Harm,Nie,2.0,Kobieta,1995.0,Średnie,,Nie
1366,1366,1435,2015-04-23 16:22:04,2015-04-23 16:19:45,2015-04-23 16:22:04,Specjalnie,Help,Nie,1.0,Mężczyzna,1983.0,Średnie,,Nie
1367,1367,1436,2015-04-23 16:44:44,2015-04-23 16:43:12,2015-04-23 16:44:44,Umyślnie,Help,Nie,4.0,Kobieta,1995.0,Średnie,,Nie
1368,1368,1437,2015-04-23 21:15:45,2015-04-23 21:14:13,2015-04-23 21:15:45,Specjalnie,Harm,Nie,3.0,Kobieta,1987.0,Wyższe,,Nie
1369,1369,1438,2015-04-23 22:59:04,2015-04-23 22:56:48,2015-04-23 22:59:04,Umyślnie,Help,Nie,2.0,Kobieta,1994.0,Średnie,,Tak
1370,1370,1439,2015-04-23 23:58:35,2015-04-23 23:56:36,2015-04-23 23:58:35,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1981.0,Wyższe,,Nie
1371,1371,1440,2015-04-24 00:18:15,2015-04-24 00:15:17,2015-04-24 00:18:15,Z rozmysłem,Help,Nie,4.0,Mężczyzna,1987.0,Wyższe,,Nie
1372,1372,1441,2015-04-24 00:24:15,2015-04-24 00:22:36,2015-04-24 00:24:15,Chciał,Harm,Nie,1.0,Kobieta,2000.0,Podstawowe,,Nie
1373,1373,1442,2015-04-24 07:57:42,2015-04-24 07:54:51,2015-04-24 07:57:42,Specjalnie,Help,Nie,3.0,Mężczyzna,1988.0,Wyższe,,Nie
1374,1374,1443,2015-04-24 08:08:06,2015-04-24 08:06:45,2015-04-24 08:08:06,Specjalnie,Harm,Nie,5.0,Kobieta,1987.0,Wyższe,,Nie
1376,1376,1445,2015-04-24 09:03:08,2015-04-24 09:00:46,2015-04-24 09:03:08,Z rozmysłem,Harm,Tak,2.0,Kobieta,1996.0,Średnie,,Nie
1377,1377,1446,2015-04-24 09:04:32,2015-04-24 09:03:18,2015-04-24 09:04:32,Umyślnie,Harm,Nie,2.0,Kobieta,1989.0,Wyższe,,Nie
1378,1378,1447,2015-04-24 09:06:25,2015-04-24 09:04:34,2015-04-24 09:06:25,Specjalnie,Harm,Nie,1.0,Kobieta,1988.0,Wyższe,,Nie
1379,1379,1448,2015-04-24 09:17:15,2015-04-24 09:14:26,2015-04-24 09:17:15,Chciał,Help,Nie,4.0,Kobieta,1992.0,Średnie,,Nie
1381,1381,1450,2015-04-24 10:05:06,2015-04-24 10:03:30,2015-04-24 10:05:06,Umyślnie,Harm,Tak,1.0,Mężczyzna,1989.0,Wyższe,,Tak
1382,1382,1451,2015-04-24 10:16:08,2015-04-24 10:14:36,2015-04-24 10:16:08,Zamierzał,Harm,Tak,1.0,Mężczyzna,1970.0,Średnie,,Nie
1383,1383,1452,2015-04-24 11:13:57,2015-04-24 11:12:32,2015-04-24 11:13:57,Świadomie,Help,Nie,5.0,Kobieta,1972.0,Wyższe,,Nie
1384,1384,1453,2015-04-24 14:22:10,2015-04-24 14:19:45,2015-04-24 14:22:10,Specjalnie,Harm,Nie,1.0,Mężczyzna,25.0,Wyższe,,Nie
1385,1385,1454,2015-04-24 16:43:14,2015-04-24 16:41:12,2015-04-24 16:43:14,Świadomie,Help,Nie,2.0,Mężczyzna,1989.0,Wyższe,,Nie
1386,1386,1455,2015-04-24 20:21:43,2015-04-24 20:13:18,2015-04-24 20:21:43,Celowo,Help,Nie,1.0,Kobieta,1944.0,Wyższe,,Nie
1388,1388,1457,2015-04-24 21:17:24,2015-04-24 21:15:19,2015-04-24 21:17:24,Świadomie,Help,Tak,3.0,Kobieta,1988.0,Wyższe,,Nie
1389,1389,1458,2015-04-24 22:46:38,2015-04-24 22:43:12,2015-04-24 22:46:38,Celowo,Help,Nie,4.0,Kobieta,1986.0,Wyższe,,Nie
1391,1391,1460,2015-04-25 11:20:29,2015-04-25 11:18:08,2015-04-25 11:20:29,Celowo,Help,Nie,2.0,Kobieta,1993.0,Średnie,,Nie
1392,1392,1461,2015-04-25 13:09:44,2015-04-25 13:07:30,2015-04-25 13:09:44,Chciał,Help,Nie,1.0,Mężczyzna,1994.0,Średnie,,Nie
1393,1393,1462,2015-04-25 14:56:19,2015-04-25 14:54:34,2015-04-25 14:56:19,Celowo,Help,Tak,4.0,Mężczyzna,1958.0,Średnie,,Nie
1394,1394,1463,2015-04-25 19:57:19,2015-04-25 19:51:56,2015-04-25 19:57:19,Zamierzał,Help,Nie,3.0,Mężczyzna,1988.0,Średnie,,Nie
1399,1399,1468,2015-04-26 14:24:48,2015-04-26 14:23:01,2015-04-26 14:24:48,Świadomie,Harm,Tak,1.0,Mężczyzna,1990.0,Wyższe,,Nie
1400,1400,1469,2015-04-26 15:31:46,2015-04-26 15:28:37,2015-04-26 15:31:46,Brak przysłówka,Help,Tak,5.0,Mężczyzna,1994.0,Średnie,,Nie
1401,1401,1470,2015-04-26 18:04:41,2015-04-26 18:02:35,2015-04-26 18:04:41,Umyślnie,Help,Nie,5.0,Mężczyzna,1991.0,Wyższe,,Tak
1408,1408,1477,2015-04-27 16:56:11,2015-04-27 16:54:51,2015-04-27 16:56:11,Umyślnie,Harm,Tak,1.0,Mężczyzna,1976.0,Średnie,,Nie
1409,1409,1478,2015-04-27 19:18:21,2015-04-27 19:16:40,2015-04-27 19:18:21,Celowo,Harm,Nie,1.0,Mężczyzna,1996.0,Średnie,,Nie
1410,1410,1479,2015-04-27 21:16:02,2015-04-27 21:13:45,2015-04-27 21:16:02,Świadomie,Harm,Tak,1.0,Mężczyzna,1986.0,Wyższe,,Nie
1412,1412,1481,2015-04-28 10:18:06,2015-04-28 10:15:57,2015-04-28 10:18:06,Brak przysłówka,Harm,Tak,1.0,Kobieta,1981.0,Doktorat,,Tak
1413,1413,1482,2015-04-28 12:58:23,2015-04-28 12:57:01,2015-04-28 12:58:23,Brak przysłówka,Help,Tak,3.0,Kobieta,1991.0,Wyższe,,Nie
1417,1417,1486,2015-04-29 10:51:12,2015-04-29 10:49:08,2015-04-29 10:51:12,Specjalnie,Help,Nie,5.0,Mężczyzna,1990.0,Wyższe,,Nie
1418,1418,1487,2015-04-29 11:17:37,2015-04-29 11:15:22,2015-04-29 11:17:37,Specjalnie,Help,Nie,5.0,Mężczyzna,1983.0,Wyższe,,Nie
1419,1419,1488,2015-04-29 23:31:37,2015-04-29 23:30:36,2015-04-29 23:31:37,Celowo,Harm,Tak,2.0,Kobieta,1992.0,Średnie,,Nie
1420,1420,1489,2015-05-01 22:15:34,2015-05-01 22:14:19,2015-05-01 22:15:34,Specjalnie,Help,Nie,4.0,Kobieta,1992.0,Średnie,,Nie
1421,1421,1490,2015-05-02 14:10:37,2015-05-02 14:08:29,2015-05-02 14:10:37,Z rozmysłem,Help,Nie,5.0,Kobieta,1982.0,Średnie,,Nie
1422,1422,1491,2015-05-02 22:03:15,2015-05-02 22:02:07,2015-05-02 22:03:15,Świadomie,Harm,Nie,1.0,Mężczyzna,1975.0,Wyższe,,Nie
1423,1423,1492,2015-05-05 01:26:10,2015-05-05 01:24:19,2015-05-05 01:26:10,Świadomie,Harm,Tak,1.0,Kobieta,1991.0,Wyższe,,Nie
1424,1424,1493,2015-05-05 19:14:20,2015-05-05 19:12:25,2015-05-05 19:14:20,Umyślnie,Harm,Tak,2.0,Kobieta,1982.0,Wyższe,,Nie
1426,1426,1495,2015-05-06 20:05:55,2015-05-06 20:04:20,2015-05-06 20:05:55,Zamierzał,Help,Nie,5.0,Kobieta,1959.0,Wyższe,,Nie
1427,1427,1496,2015-05-06 20:07:40,2015-05-06 20:07:01,2015-05-06 20:07:40,Zamierzał,Help,Nie,5.0,Mężczyzna,1959.0,Doktorat,,Nie
1429,1429,1498,2015-05-07 14:37:04,2015-05-07 14:34:54,2015-05-07 14:37:04,Zamierzał,Help,Nie,5.0,Kobieta,1982.0,Średnie,,Nie
1431,1431,1500,2015-05-08 13:16:33,2015-05-08 13:14:26,2015-05-08 13:16:33,Zamierzał,Help,Nie,1.0,Kobieta,1988.0,Wyższe,,Nie
1432,1432,1501,2015-05-08 18:54:50,2015-05-08 18:52:41,2015-05-08 18:54:50,Z rozmysłem,Harm,Tak,1.0,Kobieta,1992.0,Wyższe,,Nie
1433,1433,1502,2015-05-10 11:01:25,2015-05-10 10:58:22,2015-05-10 11:01:25,Świadomie,Help,Nie,4.0,Mężczyzna,1984.0,Wyższe,,Nie
1434,1434,1503,2015-05-10 22:19:04,2015-05-10 22:17:45,2015-05-10 22:19:04,Brak przysłówka,Help,Tak,2.0,Mężczyzna,1994.0,Średnie,,Nie
1435,1435,1504,2015-05-10 22:21:30,2015-05-10 22:19:49,2015-05-10 22:21:30,Specjalnie,Help,Nie,5.0,Mężczyzna,1993.0,Średnie,,Nie
1436,1436,1506,2015-05-11 12:49:41,2015-05-11 12:48:32,2015-05-11 12:49:41,Specjalnie,Harm,Nie,1.0,Kobieta,1994.0,Średnie,,Nie
1440,1440,1511,2015-05-13 10:33:17,2015-05-13 10:30:12,2015-05-13 10:33:17,Zamierzał,Harm,Nie,2.0,Mężczyzna,1992.0,Wyższe,,Nie
1441,1441,1512,2015-05-14 19:09:38,2015-05-14 19:08:08,2015-05-14 19:09:38,Zamierzał,Harm,Nie,2.0,Mężczyzna,1993.0,Wyższe,,Nie
1443,1443,1514,2015-05-14 20:34:59,2015-05-14 20:32:42,2015-05-14 20:34:58,Brak przysłówka,Help,Tak,2.0,Mężczyzna,1988.0,Wyższe,,Nie
1444,1444,1515,2015-05-14 23:08:41,2015-05-14 23:07:29,2015-05-14 23:08:41,Chciał,Help,Nie,4.0,Mężczyzna,1994.0,Średnie,,Nie
1445,1445,1516,2015-05-19 07:51:49,2015-05-19 07:50:25,2015-05-19 07:51:49,Brak przysłówka,Help,Tak,3.0,Mężczyzna,1989.0,Wyższe,,Tak
1446,1446,1517,2015-05-19 13:06:16,2015-05-19 13:05:16,2015-05-19 13:06:16,Brak przysłówka,Help,Tak,2.0,Mężczyzna,1983.0,Wyższe,,Nie
1448,1448,1519,2015-05-20 09:07:57,2015-05-20 09:06:27,2015-05-20 09:07:57,Specjalnie,Help,Nie,3.0,Kobieta,1993.0,Średnie,,Nie
1449,1449,1520,2015-05-20 21:41:48,2015-05-20 21:40:30,2015-05-20 21:41:48,Brak przysłówka,Help,Tak,4.0,Mężczyzna,1977.0,Wyższe,,Nie
1450,1450,1521,2015-05-26 10:10:47,2015-05-26 10:09:38,2015-05-26 10:10:47,Świadomie,Harm,Tak,1.0,Kobieta,1970.0,Wyższe,,Nie
1452,1452,1523,2015-05-26 21:31:26,2015-05-26 21:29:55,2015-05-26 21:31:26,Brak przysłówka,Harm,Tak,1.0,Kobieta,1998.0,Podstawowe,,Nie
1454,1454,1525,2015-06-02 18:22:16,2015-06-02 18:20:29,2015-06-02 18:22:16,Specjalnie,Help,Nie,1.0,Kobieta,1990.0,Wyższe,,Nie
1455,1455,1526,2015-06-03 15:39:21,2015-06-03 15:36:53,2015-06-03 15:39:21,Z rozmysłem,Harm,Nie,1.0,Kobieta,1992.0,Średnie,,Nie
1456,1456,1527,2015-06-10 12:01:23,2015-06-10 12:00:05,2015-06-10 12:01:23,Umyślnie,Harm,Tak,1.0,Kobieta,1990.0,Wyższe,,Nie
1457,1457,1528,2015-06-10 14:00:33,2015-06-10 13:59:20,2015-06-10 14:00:33,Chciał,Help,Nie,2.0,Kobieta,1986.0,Wyższe,,Tak
1460,1460,1531,2015-08-26 12:48:26,2015-08-26 12:47:27,2015-08-26 12:48:26,Zamierzał,Harm,Nie,1.0,Kobieta,1990.0,Wyższe,,Nie
1461,1461,1532,2015-09-16 20:07:37,2015-09-16 20:05:10,2015-09-16 20:07:37,Z rozmysłem,Help,Nie,5.0,Kobieta,1952.0,Wyższe,,Nie
1463,1463,1534,2015-10-06 20:52:28,2015-10-06 20:50:50,2015-10-06 20:52:28,Specjalnie,Harm,Tak,1.0,Mężczyzna,23.0,Wyższe,,Nie
1464,1464,1535,2015-10-17 22:18:56,2015-10-17 22:17:21,2015-10-17 22:18:56,Świadomie,Help,Nie,4.0,Kobieta,1985.0,Wyższe,,Nie
1469,1469,1540,2016-02-06 15:36:47,2016-02-06 15:34:48,2016-02-06 15:36:47,Celowo,Help,Nie,3.0,Kobieta,1980.0,Wyższe,,Nie
1470,1470,1541,2016-02-12 17:37:58,2016-02-12 17:35:53,2016-02-12 17:37:58,Brak przysłówka,Harm,Tak,1.0,Kobieta,1977.0,Wyższe,,Nie
